,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,Ratio of measured and iGSE,Ratio of measured and SE,Error of iGSE,Error of SE
188,251230.0,0.0431,0.1,95.10028844020164,80.8537226677449,154.70604699999998,1.626767379336373,1.913406605107585,0.38528396087709715,0.47737193060239647
189,251220.0,0.0484,0.1,123.89059705244375,105.3310787960254,201.51326600000002,1.6265420523778575,1.913141575149271,0.3851988034750837,0.4772995302650428
190,251220.0,0.0543,0.1,161.05495954393726,136.92800775697384,264.123781,1.6399605559985542,1.9289244423155496,0.3902292367080068,0.4815763759001548
191,251230.0,0.0609,0.1,209.22810195280144,177.8845385966171,347.45540600000004,1.6606536251921862,1.9532636660902454,0.39782746695038784,0.4880363479029678
192,282490.0,0.011,0.1,4.922278797171874,4.1848933508766955,8.96237,1.820776589320659,2.141600573434558,0.45078379969005145,0.5330595198729025
193,282490.0,0.0123,0.1,6.35057381489238,5.3992216262647394,11.4042803,1.7957873780250302,2.1122082198892156,0.4431412024402469,0.5265618272934997
194,282490.0,0.0138,0.1,8.25644737186948,7.019584451057959,14.466790000000001,1.7521809742637933,2.0609182923669556,0.42928269699985416,0.514779405033324
195,282480.0,0.0153,0.1,10.446738635250044,8.881757587181639,18.489,1.7698346484531786,2.081682574480952,0.4349754645870494,0.5196193635577026
196,282480.0,0.0173,0.1,13.82520710434175,11.754112204837963,24.1985508,1.7503210344241817,2.058730627910795,0.42867623691160256,0.5142637961262555
197,282500.0,0.0195,0.1,18.167153484314532,15.445610245511977,31.616779299999997,1.7403265364217808,2.046975082074654,0.4253951893096672,0.5114742681740522
198,282480.0,0.0218,0.1,23.425392365238427,19.91613494288242,40.831968800000006,1.7430644560127697,2.0501954278328705,0.4262977501775907,0.5122416202746899
199,282490.0,0.0245,0.1,30.57489957058841,25.994605179656666,52.7935195,1.7266947804068944,2.030941387073504,0.42085885047712324,0.5076174987792457
200,282490.0,0.0275,0.1,39.79098107051155,33.83006509150193,68.4808516,1.721014404712681,2.0242601193576273,0.418947338696478,0.5059923423688567
201,282490.0,0.0306,0.1,50.76772511664146,43.16243025523818,88.3308438,1.7399015535373181,2.0464752164709306,0.4252548381447539,0.5113549424143712
202,282480.0,0.0344,0.1,66.30041385478847,56.36823360364999,115.253422,1.7383514717182411,2.044652007554429,0.4247423399299287,0.5109192193560206
203,282490.0,0.0387,0.1,86.73704848368946,73.74334377049449,151.80217199999998,1.7501422362618868,2.058520325203068,0.4286178692905035,0.5142141723077948
204,282490.0,0.0434,0.1,112.65219386298133,95.77625252143993,197.288422,1.7513056358224284,2.0598887177783043,0.4289974407977102,0.5145368818376989
205,282480.0,0.0488,0.1,147.1907363233416,125.14072427269072,258.543578,1.7565207190216359,2.06602270765682,0.43069273867888686,0.5159782144242984
206,282480.0,0.0547,0.1,190.9561506616334,162.3498298536084,337.91775,1.7696091423563343,2.081417333819826,0.43490346197666924,0.5195581473491452
207,316470.0,0.0109,0.1,5.593832635258803,4.755844592683728,11.7018496,2.0919198630008,2.46051976088576,0.5219702161221759,0.5935818049922871
208,316460.0,0.0123,0.1,7.368588573564591,6.264731966132008,15.1509297,2.056150855586535,2.418448192501768,0.5136543618465479,0.5865117131305806
209,316460.0,0.0136,0.1,9.26624820036055,7.878111354347157,19.1955195,2.0715524865018295,2.4365636174218173,0.5172702567200356,0.5895859263226944
210,316470.0,0.0153,0.1,12.122443475844822,10.306432282460204,24.3353203,2.007459993399066,2.3611779161848836,0.5018580677631426,0.5764825712008318
211,316470.0,0.0173,0.1,16.04283379874371,13.639525768462521,31.584730500000003,1.9687750241776707,2.315676588480122,0.4920699482066592,0.5681607677968783
212,316460.0,0.0194,0.1,20.832690298225597,17.71183443733602,40.757441400000005,1.9564175733688836,2.3011417334663276,0.48886167574234446,0.5654331128514849
213,316460.0,0.0217,0.1,26.898257687909005,22.868745226900607,52.5248906,1.9527246414778152,2.2967981005890405,0.48789502689779984,0.5646112735187571
214,316460.0,0.0244,0.1,35.146744461369806,29.88156162260814,67.99836719999999,1.9346988815632067,2.2755961706015055,0.483123699750105,0.5605547183990597
215,316460.0,0.0271,0.1,44.65215130153245,37.96300428807233,86.9096875,1.9463717865037622,2.289325861581148,0.48622354324387085,0.5631901876522991
216,316480.0,0.0306,0.1,58.910808042925716,50.08563290142398,113.103781,1.9199156276652367,2.25820808179873,0.4791437782002556,0.5571710118035401
217,316470.0,0.0344,0.1,76.93530463831262,65.40995707385268,147.71795300000002,1.9200281807480972,2.2583404669294542,0.4791743110716366,0.5571969706765929
218,316470.0,0.0386,0.1,100.05322979713277,85.06468515199357,191.78317199999998,1.916811405177606,2.2545568899399537,0.4783002661092039,0.556453862636115
219,316460.0,0.0433,0.1,130.02474796987764,110.54629890960216,250.51421900000003,1.9266656764298113,2.2661475008299905,0.48096859136815057,0.5587224575479999
220,316460.0,0.0485,0.1,168.40841802394544,143.17987620388408,326.545656,1.9390102931408664,2.280667260355836,0.48427298011906356,0.5615318300118987
221,354590.0,0.0108,0.1,6.357022732701688,5.404704459393987,15.4777197,2.4347434877619323,2.8637495012512617,0.5892791150170726,0.6508074468234499
222,354590.0,0.012,0.1,8.083828451108085,6.8728248294483665,19.5770391,2.421753407856706,2.8484705468000864,0.5870760430208221,0.6489344075811564
223,354600.0,0.0134,0.1,10.397688102397465,8.840055103992418,24.6833594,2.373927661314306,2.7922178210011723,0.5787571726400635,0.6418617514440754
224,354580.0,0.0151,0.1,13.65256652873709,11.607334172404169,31.7693496,2.326987349457639,2.737006545010996,0.5702598038476341,0.634637336975757
225,354590.0,0.017,0.1,17.8906949849441,15.210566806592308,40.848281199999995,2.2832137731024886,2.6855199887946464,0.5620208620933577,0.6276326357009041
226,354590.0,0.019,0.1,23.05685903688233,19.60281000966246,52.4044219,2.2728343793997516,2.6733117279700838,0.5600207348746208,0.6259321389506166
227,354590.0,0.0214,0.1,30.24309675522122,25.71250831902575,67.5741562,2.234366300082477,2.628065506545664,0.5524458098195059,0.619491980885057
228,354600.0,0.0238,0.1,38.54170484096716,32.76793756848707,86.33022659999999,2.2399171742978257,2.6345944543981243,0.5535549209253765,0.6204349408195915
229,354590.0,0.0267,0.1,50.0961848673345,42.591490566534354,111.241867,2.220565643762942,2.6118331507140695,0.5496642926054585,0.6171271508187259
230,354600.0,0.0301,0.1,65.84879889249157,55.9842731392491,144.62609400000002,2.1963360977339113,2.5833343167691587,0.544696278027867,0.6129033731682674
231,354580.0,0.0337,0.1,85.19600158409347,72.43315448840553,185.685656,2.1795113919368307,2.5635450687119103,0.5411815677130523,0.6099151865106611
232,354590.0,0.0379,0.1,111.37222095638812,94.68802685872822,241.576562,2.1690917171760287,2.5512894292371855,0.5389775397317388,0.6080413344953215
233,354590.0,0.0425,0.1,144.62575868177692,122.95999491548757,313.875938,2.170263035166701,2.5526671354836354,0.5392263592955733,0.6082528794689335
234,396790.0,0.011,0.1,7.680157266345717,6.529625891179537,20.823480500000002,2.7113351690398377,3.1890771151421005,0.6311780220244297,0.6864296585203643
235,396800.0,0.0124,0.1,10.093732186890959,8.581633518751518,26.2949902,2.605081025841969,3.0641008081437477,0.6161347804232701,0.673639980335436
236,396800.0,0.014,0.1,13.312634447812332,11.318325856575116,33.6445781,2.5272667278510617,2.972575496265198,0.6043156074585363,0.6635913869113099
237,396800.0,0.0156,0.1,17.039364645105806,14.486770608653282,42.921308599999996,2.5189500602845674,2.962793417489617,0.6030091998381939,0.6624806866057834
238,396800.0,0.0176,0.1,22.43570357230773,19.074707177483898,54.991218800000006,2.4510583598490476,2.8829390820170784,0.5920129784010583,0.6531317618753362
239,396800.0,0.0198,0.1,29.34999041747674,24.953194406006396,70.7876719,2.4118465080604863,2.8368180341255607,0.585379916732694,0.6474923706876933
240,396800.0,0.0219,0.1,36.93674237145677,31.403407633506614,90.07671880000001,2.438675232757063,2.8683740265145783,0.5899412982230346,0.6513704312072853
241,396800.0,0.0247,0.1,48.60002053190381,41.319460184435655,115.949438,2.3857898974319203,2.8061702036387253,0.5808516076472591,0.6436424281380678
242,396800.0,0.0278,0.1,63.64293622205381,54.10886128168305,149.94839100000002,2.356088513528376,2.7712353845221394,0.5755677283522582,0.6391501041069321
243,396800.0,0.0311,0.1,82.19782938603753,69.88412559072572,192.620078,2.3433718315768477,2.756278001216953,0.5732644787630211,0.6371918944466126
244,396810.0,0.0349,0.1,106.92090450052994,90.90354300351224,249.33217199999999,2.3319310023117525,2.7428212780481673,0.5711708455315989,0.6354118994178086
245,396800.0,0.0391,0.1,138.55060273293986,117.79493198763497,322.602719,2.328410794587633,2.7386808036347765,0.570522520199404,0.6348606969191881
246,446410.0,0.0105,0.1,8.059234155471897,6.851914899613322,26.512769499999997,3.2897380803855776,3.8693956198282917,0.6960244324731183,0.741561706723497
247,446410.0,0.0119,0.1,10.72191357731851,9.115709753006103,34.1700117,3.1869322069788337,3.7484751737221234,0.6862186155669795,0.7332248571338329
248,446410.0,0.0133,0.1,13.818001489931502,11.747986032575684,43.0949,3.1187505683366106,3.6682798124294056,0.6793587758660189,0.7273926605566858
249,446400.0,0.0149,0.1,17.90418376745544,15.222034892527539,54.6634297,3.0531092849573014,3.5910724213905296,0.6724650490151107,0.7215316533179853
250,446400.0,0.0167,0.1,23.223229989795545,19.744257644653306,70.0895234,3.0180781670249077,3.549868759891313,0.6686633199478206,0.7182994449545179
251,446410.0,0.0186,0.1,29.69397843395461,25.24565105510288,89.1377734,3.00188045189904,3.5308169793459405,0.6668754748819583,0.7167794292794969
252,446400.0,0.0209,0.1,38.73823042012713,32.935022494675394,114.03993799999999,2.943860283838586,3.4625735573259995,0.6603099659688773,0.7111974710589952
253,446410.0,0.0236,0.1,51.10932530609527,43.45285678742178,146.46764100000001,2.8657713660432993,3.3707252371585783,0.6510538098575966,0.7033279399412067
254,446410.0,0.0264,0.1,66.00187974988334,56.11442161084999,187.144812,2.8354466980212147,3.3350573101837813,0.6473218838153881,0.7001550777114248
255,446410.0,0.0296,0.1,85.68085892103187,72.84537743007293,240.854094,2.8110606853507876,3.3063744399046473,0.6442623934761438,0.6975539164799377
256,446410.0,0.0332,0.1,111.3199559387498,94.64359143891338,309.62021899999996,2.7813541281884664,3.2714335359921414,0.6404628990371272,0.6943236079846795
257,56340.0,0.0538,0.5,17.967819498781793,18.934470975594703,16.5586094,0.9215703330681091,0.8745218929719752,0.08510437469355316,0.14348195057941887
258,56340.0,0.0601,0.5,23.130428528717495,24.374823425834325,21.5803691,0.932986134398979,0.8853548894687562,0.07182728995666234,0.1294905714024292
259,56340.0,0.0688,0.5,31.48458917154294,33.178429908399366,29.710910199999997,0.9436651702241023,0.8954887341573224,0.05969790085875399,0.11670863279036699
260,56340.0,0.0769,0.5,40.58324183974405,42.76658137412128,38.3493711,0.9449558330365719,0.896713505447639,0.058250518213688485,0.11518338234551338
261,56340.0,0.0855,0.5,51.68373514119574,54.464270581505104,49.2115,0.9521660898841425,0.9035556608869957,0.05023693935758388,0.10673868062353523
262,56340.0,0.0961,0.5,67.47154899845286,71.10145370039132,64.3798398,0.9541775867851536,0.9054644659064921,0.04802294022565836,0.10440557045920637
263,56340.0,0.1079,0.5,87.86989210564784,92.59720812621866,83.6562109,0.9520463596270081,0.9034420431550026,0.05036901815556447,0.10687786513432268
264,56340.0,0.1219,0.5,116.05974625723871,122.30364942677457,110.858453,0.9551843475022735,0.9064198290041457,0.046918327980264324,0.10324153113317008
265,56340.0,0.1369,0.5,151.22825907734,159.3641945470205,147.20306200000002,0.9733833008334676,0.923689680849657,0.027344520030024792,0.08261467106588098
266,56340.0,0.1533,0.5,195.75286545581122,206.28418209643363,190.498688,0.9731591287638275,0.9234769533174665,0.02758117397538838,0.08286405676680376
267,56340.0,0.172,0.5,254.51680885233554,268.2095693549386,248.96284400000002,0.9781783966356509,0.928239975176023,0.02230840860869795,0.0773076216744157
268,56340.0,0.1934,0.5,332.56206094202787,350.4535812438293,323.3605,0.9723312968533958,0.922691384269293,0.028456045008675667,0.08378599502360158
269,56340.0,0.2173,0.5,433.79866591769076,457.1366185878652,423.133031,0.9754133985287211,0.9256161370469397,0.02520633970003334,0.08036145868240001
270,56340.0,0.2442,0.5,566.098872167319,596.5544491971175,541.56825,0.9566672477664493,0.9078270235497841,0.04529553231253667,0.10153143061307131
271,56340.0,0.2733,0.5,731.8284288248587,771.2000972426758,706.941125,0.9659929802606579,0.9166766543826624,0.03520421000385101,0.09089720483113184
272,63010.0,0.048,0.5,16.037146912746373,16.899930053912897,14.5421797,0.906780974142092,0.860487567321795,0.1028021413286739,0.1621318401059847
273,63010.0,0.0536,0.5,20.626748271772417,21.73644756945898,18.929960899999998,0.9177384942398088,0.8708856789734921,0.0896350172478391,0.14825633736300978
274,63010.0,0.0613,0.5,28.015031005904213,29.522212837102657,26.0814902,0.9309820215620424,0.8834530915386378,0.07413459856309175,0.1319220110016051
275,63010.0,0.0683,0.5,35.850699053303224,37.779432319295836,33.439730499999996,0.9327497477882211,0.8851305709779197,0.07209892296539973,0.12977681800682694
276,63010.0,0.0764,0.5,46.2924148563461,48.782902429930466,43.2958281,0.9352682990151829,0.887520543948531,0.06921190534628202,0.12673448160541048
277,63010.0,0.0858,0.5,60.31813619825639,63.56319414413572,56.739691400000005,0.9406738168020545,0.8926500967106411,0.06306775222003383,0.12025977892674466
278,63010.0,0.0963,0.5,78.48823235046531,82.71082406334159,74.38117969999999,0.9476730138076428,0.8992919674338803,0.05521628813942192,0.11198591359988341
279,63010.0,0.1088,0.5,103.6794011157989,109.2572535764417,97.7383672,0.9426980301596901,0.8945709689802652,0.06078507433669198,0.11785429515996354
280,63010.0,0.1222,0.5,135.12661720216448,142.39629976348263,129.927688,0.9615254987521347,0.9124372488316568,0.040014020738708855,0.0959657787759807
281,63010.0,0.1368,0.5,174.7968826957346,184.2007875385889,168.31143799999998,0.9628972519663082,0.9137389706585255,0.038532406191756435,0.09440445478571059
282,63010.0,0.1537,0.5,227.98898808716731,240.25457724485477,220.512875,0.9672084465574761,0.9178300681250494,0.033903295157560784,0.08952630201231906
283,63010.0,0.1726,0.5,297.0231875138734,313.00275046960274,285.911469,0.9625897270617825,0.9134471456593999,0.03886419300609928,0.09475409141283078
284,63010.0,0.1938,0.5,386.85107329309744,407.6632904533816,373.391594,0.9652075948025097,0.9159313647906182,0.036046551420483894,0.09178486340906108
285,63010.0,0.2179,0.5,505.410210274586,532.6007954310863,487.89559399999996,0.9653457411058821,0.916062458384235,0.03589828744095207,0.09162862296945928
286,63010.0,0.244,0.5,654.1920311605,689.3869357555408,626.238125,0.9572695709684641,0.9083985966656994,0.04463782233076289,0.10083833646432946
287,63010.0,0.2728,0.5,843.7620382527532,889.1556276313086,808.117562,0.957755297540329,0.9088595256972143,0.04410803319821081,0.10028004518395621
288,70880.0,0.0427,0.5,14.327109088035531,15.097893832358475,12.0778398,0.84300606115201,0.7999685210472363,0.18623109142708877,0.2500491877991688
289,70880.0,0.0479,0.5,18.620336123950782,19.622092370121347,16.0359902,0.8612084171441666,0.8172416018394694,0.16115911095722554,0.2236283587976592
290,70880.0,0.0548,0.5,25.30978844044182,26.6714308130978,22.2663691,0.8797532682818152,0.8348396925546805,0.13668233589291495,0.19783475668234574
291,70870.0,0.0611,0.5,32.43396216961248,34.178878264315884,28.798839800000003,0.8879223466253457,0.8425917192860932,0.12622461164607313,0.18681441688897066
292,70880.0,0.0681,0.5,41.54502331808355,43.78010577465961,37.062691400000006,0.8921090527795541,0.8465646837576232,0.12093919110481935,0.18124464578575109
293,70880.0,0.0766,0.5,54.328241726754825,57.25104908806971,48.964050799999995,0.9012633069604175,0.8552515906682904,0.10955365904397008,0.16924658300676623
294,70880.0,0.0861,0.5,70.93024502363293,74.74622425847807,64.5999688,0.9107534984332314,0.8642572844430034,0.09799193933407807,0.15706285385199856
295,70880.0,0.0971,0.5,93.3094180224608,98.3293753265778,85.25110000000001,0.9136387495148555,0.866995236335618,0.0945245049326143,0.15340887480135498
296,70880.0,0.109,0.5,121.4612712695825,127.99577131040697,112.190844,0.923675858381172,0.8765199260210098,0.08263087199506672,0.1408753758052392
297,70880.0,0.1219,0.5,156.75894614015954,165.19242727571392,145.410406,0.927605151606386,0.8802486191289095,0.07804489687044504,0.136042679612035
298,70880.0,0.137,0.5,204.6006238636684,215.60794143094853,190.93095300000002,0.9331885181700281,0.8855469410487755,0.07159483912316923,0.1292456149367699
299,70880.0,0.1541,0.5,267.55590492908243,281.9501563098496,249.430875,0.9322570363981068,0.8846630137203666,0.07266554282456991,0.13037392147162863
300,70880.0,0.173,0.5,348.3448853438721,367.085506479381,326.25975,0.9365998001604917,0.8887840686739993,0.06769187846147764,0.12513267873030928
301,70880.0,0.1946,0.5,455.56511885419417,480.07408584124096,427.292844,0.9379402116533798,0.8900560488518109,0.0661660387043462,0.12352475025591805
302,70880.0,0.218,0.5,590.2346023475874,621.9886585403303,559.605812,0.9481074301205571,0.8997042057218068,0.054732795283383096,0.1114764092913501
303,70880.0,0.2437,0.5,761.0493258608798,801.9930505471597,709.5596879999999,0.9323438887451401,0.8847454320407178,0.07256561883611382,0.13026862166831515
304,70880.0,0.2739,0.5,993.4184517654545,1046.8634128280578,926.304312,0.932441218857791,0.8848377932108904,0.07245366225333358,0.13015064192862982
305,79530.0,0.0381,0.5,12.84486470129018,13.535906117518012,10.169769500000001,0.7917381565707357,0.7513179695327824,0.26304383804275794,0.33099438660020863
306,79530.0,0.0428,0.5,16.74759307871288,17.648597543038512,13.566950199999999,0.810083582532486,0.7687268162195404,0.23444052140125662,0.30085223892386026
307,79530.0,0.0489,0.5,22.69502377769324,23.915994316299706,18.9474102,0.8348706917250847,0.7922484823090371,0.19779028047290811,0.2622302501425607
308,79530.0,0.0545,0.5,29.062151864646612,30.625667794958943,24.6206797,0.8471733206359866,0.8039230316490478,0.18039600119758725,0.24390017530502794
309,79530.0,0.0608,0.5,37.29765565039276,39.30423379520082,32.004109400000004,0.8580729496778167,0.8142662077261461,0.1654020795964645,0.22809959508514918
310,79530.0,0.0684,0.5,48.79213314640773,51.417103169399404,42.1950508,0.8647920900155718,0.8206423193656724,0.15634730190697463,0.21855767902996356
311,79530.0,0.0766,0.5,63.16877272654546,66.56719218688757,55.3787812,0.8766797075468292,0.8319230446812887,0.14066744261510514,0.20203425832866775
312,79530.0,0.0866,0.5,83.56873920701854,88.0646573219203,74.0011562,0.8855124165111851,0.8403048220523793,0.12928964219370592,0.19004434314392912
313,79530.0,0.0972,0.5,108.74814664106796,114.59869275537987,98.58634380000001,0.9065565422957708,0.860274593275165,0.10307515675480351,0.16241954350050522
314,79530.0,0.1088,0.5,140.6356569192875,148.2017205400179,126.587898,0.9001123951989667,0.8541594357929085,0.1109723689328304,0.17074161812859795
315,79530.0,0.1222,0.5,183.2921522789514,193.15309448736343,166.155594,0.9065068631368824,0.8602274503599544,0.10313560841623776,0.16248324740341527
316,79530.0,0.1373,0.5,239.08395276299652,251.9464403918537,217.379875,0.9092198472035815,0.8628019298939403,0.09984400700845246,0.1590145609930713
317,79530.0,0.1543,0.5,312.01542964229844,328.80156086276133,285.85215600000004,0.9161475005505575,0.8693759094389215,0.09152729161958255,0.1502504142832538
318,79530.0,0.1735,0.5,407.70394886661506,429.6380307568017,373.900188,0.9170874823248908,0.8702679028236392,0.09040851529771109,0.14907144886699464
319,79530.0,0.1944,0.5,528.4558478419464,556.8862662230678,492.155219,0.9313081140265792,0.8837625361780085,0.07375849618277923,0.13152567467351753
320,79530.0,0.2173,0.5,681.2644389643962,717.9158131653505,635.174938,0.9323471205477013,0.8847484988517816,0.07256190099300827,0.130264703808812
321,79530.0,0.2444,0.5,890.6984875342165,938.6172129214764,815.962438,0.9160927625002333,0.8693239659011692,0.09159251217176308,0.15031914363866386
322,79530.0,0.2734,0.5,1150.268304524888,1212.1516374120788,1061.50412,0.9228317565773914,0.8757189176976996,0.08362113990182904,0.14191891917676092
323,89080.0,0.0341,0.5,11.570354351045331,12.192828331343557,8.68907,0.7509770000445128,0.7126377706527202,0.33159870400921304,0.40323743868372086
324,89080.0,0.0381,0.5,14.900943822725047,15.702600326070932,11.4805498,0.7704578942503836,0.7311241171272068,0.2979294617688995,0.36775682346423266
325,89080.0,0.0435,0.5,20.160715307050026,21.24534247766947,16.124330099999998,0.7997895835750164,0.7589583513161974,0.2503288621615374,0.31759535719685333
326,89080.0,0.0487,0.5,26.082865884792028,27.486099083386716,21.0813105,0.8082436413665627,0.7669808085914261,0.23725068632673604,0.3038135880303416
327,89080.0,0.0543,0.5,33.43261388703346,35.231256487478554,27.6175195,0.8260652186310568,0.7838925503498709,0.21055817076669256,0.2756850407031867
328,89080.0,0.0609,0.5,43.43037808689984,45.76689082396799,36.4515898,0.8393109018545502,0.7964620087521962,0.19145360532120995,0.2555526679379013
329,89080.0,0.0684,0.5,56.60229608588366,59.647445393295776,48.0336602,0.8486168145390725,0.8052928316255915,0.1783881521875707,0.2417843059416858
330,89080.0,0.0772,0.5,74.59594443303966,78.60913478456456,64.1863281,0.860453320724644,0.8165250549558704,0.16217809370278755,0.22470216183880073
331,89080.0,0.0867,0.5,97.20111322785104,102.43044000597968,85.8514297,0.8832350458657194,0.8381437167993047,0.13220145043025466,0.19311280387424556
332,89080.0,0.0972,0.5,126.15547626291898,132.94252003558464,111.35143,0.882652369112649,0.8375907871326241,0.1329488652540788,0.1939004288996077
333,89080.0,0.1092,0.5,164.51847909297658,173.36941566816998,145.26279699999998,0.8829573297836386,0.8378801788086647,0.13255756112817105,0.19348807298657483
334,89080.0,0.1227,0.5,214.62127595596317,226.16769500655363,190.718266,0.8886270252122269,0.8432604222918467,0.12533151888012223,0.18587327658774766
335,89080.0,0.1378,0.5,279.66319337467723,294.7088052756748,251.12965599999998,0.8979717815906879,0.8521281057927323,0.11362074009561521,0.17353246912294118
336,89080.0,0.1549,0.5,365.1779704385412,384.8241954269374,328.807375,0.9004030955239062,0.8544352951487616,0.1106136851052724,0.1703636374547178
337,89080.0,0.1735,0.5,472.96517165761867,498.4102448171587,432.449594,0.9143370800103056,0.8676579153356764,0.09368855519753055,0.1525279517713195
338,89080.0,0.1941,0.5,610.8902120000155,643.7555202050767,560.686625,0.9178189697365553,0.8709620459975024,0.08953947670860782,0.14815565683429066
339,89080.0,0.2182,0.5,797.7999975400674,840.7208731574859,734.650625,0.9208456095076688,0.873834168338037,0.08595837312473172,0.14438189330810947
340,89080.0,0.2443,0.5,1032.308688238392,1087.8459067684482,939.807312,0.9103936862177889,0.8639158415292372,0.09842589545461211,0.15752015639611047
341,89080.0,0.2742,0.5,1343.3141368648185,1415.583150604192,1227.055,0.9134535000605611,0.8668194443231927,0.09474647580167017,0.15364278749052973
342,99900.0,0.0303,0.5,10.268366148435392,10.820794410669091,7.04753,0.6863341156834228,0.6512950650879453,0.4570163090381158,0.5354023907197403
343,99900.0,0.0339,0.5,13.264964345589428,13.978606720247301,9.4724,0.7140916291380424,0.6776354889704216,0.4003805102813888,0.4757196402440037
344,99900.0,0.0388,0.5,18.048185808007613,19.019160915270206,13.4307197,0.7441589887688912,0.7061678356807356,0.3437988589701276,0.4160939502944289
345,99900.0,0.0433,0.5,23.180744090169224,24.42784591629251,17.5016504,0.755008136577562,0.7164631077162238,0.3244890373406856,0.39574527875911136
346,99900.0,0.0482,0.5,29.60186656997937,31.194418634420437,22.9171094,0.7741778494212019,0.7346541594050701,0.2916928593961056,0.36118469785811796
347,99900.0,0.0543,0.5,38.8469078831492,40.9368343139778,30.7978301,0.7928000393915345,0.7523256406146711,0.2613521068534371,0.32921164189349167
348,99900.0,0.0609,0.5,50.463774761161595,53.1786775016827,40.834238299999996,0.8091792279365361,0.7678686311578151,0.235820156370141,0.30230609693245347
349,99900.0,0.0689,0.5,66.87050323350773,70.4680722490622,54.82475,0.8198644746033286,0.778008369609254,0.21971378316376694,0.28533321627663055
350,99900.0,0.0772,0.5,86.67649474367612,91.33960712938446,73.3720703,0.8465048167554469,0.8032886565415913,0.18132818645129756,0.2448825112324036
351,99900.0,0.0865,0.5,112.34913943898286,118.39341551626181,95.483,0.8498774487886228,0.8064891073852416,0.1766402337482364,0.23994235116472887
352,99900.0,0.0971,0.5,146.24217468929314,154.10986359530213,125.86415600000001,0.8606556642597228,0.816717068354065,0.16190486105744933,0.2244142295388857
353,99900.0,0.1093,0.5,191.56116857757212,201.8669759415693,164.708859,0.8598238370700982,0.8159277079955625,0.16302893323772058,0.2255987757256537
354,99910.0,0.1227,0.5,249.41112067045788,262.8292000398554,217.210297,0.8708925905793743,0.8264313743186155,0.14824722453400946,0.21002182525377874
355,99900.0,0.138,0.5,326.0303538511248,343.57047456846584,285.796125,0.8765936104541452,0.8318413430576884,0.1407794764576489,0.20215231948461798
356,99900.0,0.1545,0.5,421.8222798759173,444.5159144497893,376.49884399999996,0.8925532433013031,0.8469861972568987,0.120381341399065,0.1806567843002178
357,99900.0,0.1728,0.5,544.5161987614358,573.8106486370584,488.14696899999996,0.8964783235289343,0.8507108924511408,0.11547593929941183,0.17548747626671932
358,99910.0,0.1943,0.5,711.584249971472,749.8668009598302,642.272,0.9025944574036725,0.8565147825959107,0.1079172842214388,0.16752217278634315
359,99900.0,0.2174,0.5,919.2673159166915,968.7230169035007,837.744688,0.9113178218074715,0.8647927977161421,0.0973120200992447,0.1563463556136577
360,99900.0,0.2442,0.5,1198.3678907125716,1262.8389352597978,1077.93612,0.899503506689452,0.8535816325446455,0.11172440414425625,0.1715341121139885
361,99900.0,0.2749,0.5,1569.9622332599924,1654.4246974685273,1409.50725,0.8977969151991567,0.851962166762089,0.11383764309122377,0.1737610412919317
362,112030.0,0.027,0.5,9.171628909492162,9.665053758887034,5.9814099999999994,0.652164414743116,0.6188698117172998,0.5333556652180945,0.6158487311331332
363,112030.0,0.0303,0.5,11.930700786840042,12.572561060191175,7.97529,0.668467858048792,0.6343409240025382,0.4959582393668496,0.5764393595958485
364,112030.0,0.0346,0.5,16.147895094078805,17.0166363813101,11.2898398,0.6991524117678852,0.6634589555195515,0.4303032974904397,0.5072522447404525
365,112030.0,0.0386,0.5,20.724263409349025,21.839208928022856,14.8409102,0.7161127952709307,0.6795534695836428,0.39642805798724023,0.4715545498026702
366,112030.0,0.0432,0.5,26.791789594392345,28.23316220945208,19.5993906,0.7315446596408868,0.6941974991890348,0.3669705421551395,0.4405122478375465
367,112030.0,0.0485,0.5,34.88427936756759,36.761020180246604,26.3677,0.7558619664224574,0.7172733474401395,0.3229928802120623,0.39416862981020734
368,112040.0,0.0543,0.5,45.141066887302806,47.56961304308315,35.094199999999994,0.7774339956920961,0.7377440713721101,0.286282829849457,0.35548361390438193
369,112030.0,0.0615,0.5,59.95916145357861,63.18490690207309,47.5454688,0.792964205091669,0.7524814252506249,0.2610909717978973,0.32893645802211724
370,112030.0,0.0689,0.5,77.6960963420616,81.87607189651015,63.738191400000005,0.8203525582467992,0.7784715353780517,0.21898809231134833,0.2845684839515253
371,112030.0,0.0772,0.5,100.7084582970858,106.12647688008805,83.1098672,0.8252521049903209,0.783120948167398,0.2117509230851689,0.2769419619538034
372,112030.0,0.0868,0.5,131.57209725621865,138.65055004948715,109.977391,0.8358716877928463,0.7931983750569102,0.19635586969160468,0.2607186694353129
373,112040.0,0.0975,0.5,171.53790191261916,180.76647671127316,145.688469,0.8493077470086653,0.8059484902872724,0.17742950481976144,0.2407740842638216
374,112030.0,0.1095,0.5,223.50278383013534,235.52701949634104,190.193188,0.8509656333611888,0.8075217374495527,0.17513558808497048,0.23835675700615025
375,112030.0,0.1231,0.5,291.9089297448386,307.61335053178254,250.497625,0.8581362180970731,0.8143262461364421,0.16531615716851045,0.2280090501128805
